8.0, 15.0, 4.0, 8.0, 14.997222, 4.0, 8.0, 14.991667, 4.0, 8.0, 14.983334, 4.0, 8.0, 14.972222, 4.0, 8.0, 14.958333, 4.0, 8.0, 14.941667, 4.0, 8.0, 14.922222, 4.0, 8.0, 14.9, 4.0, 8.0, 14.875, 4.0,  0.706858,  0.100000,  0.100000,  0.000000, 8.000000,  14.816667,  4.000000
8.0, 14.997222, 4.0, 8.0, 14.991667, 4.0, 8.0, 14.983334, 4.0, 8.0, 14.972222, 4.0, 8.0, 14.958333, 4.0, 8.0, 14.941667, 4.0, 8.0, 14.922222, 4.0, 8.0, 14.9, 4.0, 8.0, 14.875, 4.0, 8.0, 14.816667, 4.0,  0.706858,  0.100000,  0.100000,  0.000000, 8.000000,  14.783333,  4.000000
8.0, 14.991667, 4.0, 8.0, 14.983334, 4.0, 8.0, 14.972222, 4.0, 8.0, 14.958333, 4.0, 8.0, 14.941667, 4.0, 8.0, 14.922222, 4.0, 8.0, 14.9, 4.0, 8.0, 14.875, 4.0, 8.0, 14.816667, 4.0, 8.0, 14.783333, 4.0,  0.706858,  0.100000,  0.100000,  0.000000, 8.000000,  14.747222,  4.000000
8.0, 14.983334, 4.0, 8.0, 14.972222, 4.0, 8.0, 14.958333, 4.0, 8.0, 14.941667, 4.0, 8.0, 14.922222, 4.0, 8.0, 14.9, 4.0, 8.0, 14.875, 4.0, 8.0, 14.816667, 4.0, 8.0, 14.783333, 4.0, 8.0, 14.747222, 4.0,  0.706858,  0.100000,  0.100000,  0.000000, 8.000000,  14.708333,  4.000000
8.0, 14.972222, 4.0, 8.0, 14.958333, 4.0, 8.0, 14.941667, 4.0, 8.0, 14.922222, 4.0, 8.0, 14.9, 4.0, 8.0, 14.875, 4.0, 8.0, 14.816667, 4.0, 8.0, 14.783333, 4.0, 8.0, 14.747222, 4.0, 8.0, 14.708333, 4.0,  0.706858,  0.100000,  0.100000,  0.000000, 8.000000,  14.666666,  4.000000
8.0, 14.958333, 4.0, 8.0, 14.941667, 4.0, 8.0, 14.922222, 4.0, 8.0, 14.9, 4.0, 8.0, 14.875, 4.0, 8.0, 14.816667, 4.0, 8.0, 14.783333, 4.0, 8.0, 14.747222, 4.0, 8.0, 14.708333, 4.0, 8.0, 14.666666, 4.0,  0.706858,  0.100000,  0.100000,  0.000000, 8.000000,  14.622222,  4.000000
8.0, 14.941667, 4.0, 8.0, 14.922222, 4.0, 8.0, 14.9, 4.0, 8.0, 14.875, 4.0, 8.0, 14.816667, 4.0, 8.0, 14.783333, 4.0, 8.0, 14.747222, 4.0, 8.0, 14.708333, 4.0, 8.0, 14.666666, 4.0, 8.0, 14.622222, 4.0,  0.706858,  0.100000,  0.100000,  0.000000, 8.000000,  14.575000,  4.000000
8.0, 14.922222, 4.0, 8.0, 14.9, 4.0, 8.0, 14.875, 4.0, 8.0, 14.816667, 4.0, 8.0, 14.783333, 4.0, 8.0, 14.747222, 4.0, 8.0, 14.708333, 4.0, 8.0, 14.666666, 4.0, 8.0, 14.622222, 4.0, 8.0, 14.575, 4.0,  0.706858,  0.100000,  0.100000,  0.000000, 8.000000,  14.525000,  4.000000
8.0, 14.9, 4.0, 8.0, 14.875, 4.0, 8.0, 14.816667, 4.0, 8.0, 14.783333, 4.0, 8.0, 14.747222, 4.0, 8.0, 14.708333, 4.0, 8.0, 14.666666, 4.0, 8.0, 14.622222, 4.0, 8.0, 14.575, 4.0, 8.0, 14.525, 4.0,  0.706858,  0.100000,  0.100000,  0.000000, 8.000000,  14.472221,  4.000000
8.0, 14.875, 4.0, 8.0, 14.816667, 4.0, 8.0, 14.783333, 4.0, 8.0, 14.747222, 4.0, 8.0, 14.708333, 4.0, 8.0, 14.666666, 4.0, 8.0, 14.622222, 4.0, 8.0, 14.575, 4.0, 8.0, 14.525, 4.0, 8.0, 14.472221, 4.0,  0.706858,  0.100000,  0.100000,  0.000000, 8.000000,  14.416666,  4.000000
8.0, 14.816667, 4.0, 8.0, 14.783333, 4.0, 8.0, 14.747222, 4.0, 8.0, 14.708333, 4.0, 8.0, 14.666666, 4.0, 8.0, 14.622222, 4.0, 8.0, 14.575, 4.0, 8.0, 14.525, 4.0, 8.0, 14.472221, 4.0, 8.0, 14.416666, 4.0,  0.706858,  0.100000,  0.100000,  0.000000, 8.000000,  14.358333,  4.000000
8.0, 14.783333, 4.0, 8.0, 14.747222, 4.0, 8.0, 14.708333, 4.0, 8.0, 14.666666, 4.0, 8.0, 14.622222, 4.0, 8.0, 14.575, 4.0, 8.0, 14.525, 4.0, 8.0, 14.472221, 4.0, 8.0, 14.416666, 4.0, 8.0, 14.358333, 4.0,  0.706858,  0.100000,  0.100000,  0.000000, 8.000000,  14.297221,  4.000000
8.0, 14.747222, 4.0, 8.0, 14.708333, 4.0, 8.0, 14.666666, 4.0, 8.0, 14.622222, 4.0, 8.0, 14.575, 4.0, 8.0, 14.525, 4.0, 8.0, 14.472221, 4.0, 8.0, 14.416666, 4.0, 8.0, 14.358333, 4.0, 8.0, 14.297221, 4.0,  0.706858,  0.100000,  0.100000,  0.000000, 8.000000,  14.233333,  4.000000
8.0, 14.708333, 4.0, 8.0, 14.666666, 4.0, 8.0, 14.622222, 4.0, 8.0, 14.575, 4.0, 8.0, 14.525, 4.0, 8.0, 14.472221, 4.0, 8.0, 14.416666, 4.0, 8.0, 14.358333, 4.0, 8.0, 14.297221, 4.0, 8.0, 14.233333, 4.0,  0.706858,  0.100000,  0.100000,  0.000000, 8.000000,  14.166666,  4.000000
8.0, 14.666666, 4.0, 8.0, 14.622222, 4.0, 8.0, 14.575, 4.0, 8.0, 14.525, 4.0, 8.0, 14.472221, 4.0, 8.0, 14.416666, 4.0, 8.0, 14.358333, 4.0, 8.0, 14.297221, 4.0, 8.0, 14.233333, 4.0, 8.0, 14.166666, 4.0,  0.706858,  0.100000,  0.100000,  0.000000, 8.000000,  14.097221,  4.000000
8.0, 14.622222, 4.0, 8.0, 14.575, 4.0, 8.0, 14.525, 4.0, 8.0, 14.472221, 4.0, 8.0, 14.416666, 4.0, 8.0, 14.358333, 4.0, 8.0, 14.297221, 4.0, 8.0, 14.233333, 4.0, 8.0, 14.166666, 4.0, 8.0, 14.097221, 4.0,  0.706858,  0.100000,  0.100000,  0.000000, 8.000000,  14.025000,  4.000000
8.0, 14.575, 4.0, 8.0, 14.525, 4.0, 8.0, 14.472221, 4.0, 8.0, 14.416666, 4.0, 8.0, 14.358333, 4.0, 8.0, 14.297221, 4.0, 8.0, 14.233333, 4.0, 8.0, 14.166666, 4.0, 8.0, 14.097221, 4.0, 8.0, 14.025, 4.0,  0.706858,  0.100000,  0.100000,  0.000000, 8.000000,  13.950000,  4.000000
8.0, 14.525, 4.0, 8.0, 14.472221, 4.0, 8.0, 14.416666, 4.0, 8.0, 14.358333, 4.0, 8.0, 14.297221, 4.0, 8.0, 14.233333, 4.0, 8.0, 14.166666, 4.0, 8.0, 14.097221, 4.0, 8.0, 14.025, 4.0, 8.0, 13.95, 4.0,  0.706858,  0.100000,  0.100000,  0.000000, 8.000000,  13.872222,  4.000000
8.0, 14.472221, 4.0, 8.0, 14.416666, 4.0, 8.0, 14.358333, 4.0, 8.0, 14.297221, 4.0, 8.0, 14.233333, 4.0, 8.0, 14.166666, 4.0, 8.0, 14.097221, 4.0, 8.0, 14.025, 4.0, 8.0, 13.95, 4.0, 8.0, 13.872222, 4.0,  0.706858,  0.100000,  0.100000,  0.000000, 8.000000,  13.791666,  4.000000
8.0, 14.416666, 4.0, 8.0, 14.358333, 4.0, 8.0, 14.297221, 4.0, 8.0, 14.233333, 4.0, 8.0, 14.166666, 4.0, 8.0, 14.097221, 4.0, 8.0, 14.025, 4.0, 8.0, 13.95, 4.0, 8.0, 13.872222, 4.0, 8.0, 13.791666, 4.0,  0.706858,  0.100000,  0.100000,  0.000000, 8.000000,  13.708333,  4.000000
8.0, 14.358333, 4.0, 8.0, 14.297221, 4.0, 8.0, 14.233333, 4.0, 8.0, 14.166666, 4.0, 8.0, 14.097221, 4.0, 8.0, 14.025, 4.0, 8.0, 13.95, 4.0, 8.0, 13.872222, 4.0, 8.0, 13.791666, 4.0, 8.0, 13.708333, 4.0,  0.706858,  0.100000,  0.100000,  0.000000, 8.000000,  13.622222,  4.000000
8.0, 14.297221, 4.0, 8.0, 14.233333, 4.0, 8.0, 14.166666, 4.0, 8.0, 14.097221, 4.0, 8.0, 14.025, 4.0, 8.0, 13.95, 4.0, 8.0, 13.872222, 4.0, 8.0, 13.791666, 4.0, 8.0, 13.708333, 4.0, 8.0, 13.622222, 4.0,  0.706858,  0.100000,  0.100000,  0.000000, 8.000000,  13.533333,  4.000000
8.0, 14.233333, 4.0, 8.0, 14.166666, 4.0, 8.0, 14.097221, 4.0, 8.0, 14.025, 4.0, 8.0, 13.95, 4.0, 8.0, 13.872222, 4.0, 8.0, 13.791666, 4.0, 8.0, 13.708333, 4.0, 8.0, 13.622222, 4.0, 8.0, 13.533333, 4.0,  0.706858,  0.100000,  0.100000,  0.000000, 8.000000,  13.441667,  4.000000
8.0, 14.166666, 4.0, 8.0, 14.097221, 4.0, 8.0, 14.025, 4.0, 8.0, 13.95, 4.0, 8.0, 13.872222, 4.0, 8.0, 13.791666, 4.0, 8.0, 13.708333, 4.0, 8.0, 13.622222, 4.0, 8.0, 13.533333, 4.0, 8.0, 13.441667, 4.0,  0.706858,  0.100000,  0.100000,  0.000000, 8.000000,  13.347222,  4.000000
8.0, 14.097221, 4.0, 8.0, 14.025, 4.0, 8.0, 13.95, 4.0, 8.0, 13.872222, 4.0, 8.0, 13.791666, 4.0, 8.0, 13.708333, 4.0, 8.0, 13.622222, 4.0, 8.0, 13.533333, 4.0, 8.0, 13.441667, 4.0, 8.0, 13.347222, 4.0,  0.706858,  0.100000,  0.100000,  0.000000, 8.000000,  13.250000,  4.000000
